Age,AgeBin,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,IncomeBin,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Cluster
46,Middle Age,No,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,4,4,Manager,1,Single,17567,High,1,No,15,3,2,0,27,5,1,26,0,0,12,Experienced senior professional
28,Young Adult,Yes,Travel_Rarely,Research & Development,24,3,Medical,3,Male,3,1,Laboratory Technician,2,Married,2408,Low,1,Yes,17,3,3,3,1,3,3,1,1,0,0,Early-career professional
22,Young Adult,No,Non-Travel,Research & Development,26,2,Other,2,Female,2,1,Research Scientist,3,Married,2814,Low,1,Yes,14,3,2,0,4,2,2,4,2,1,3,Early-career professional
50,Middle Age,No,Travel_Frequently,Research & Development,20,5,Medical,2,Male,3,4,Healthcare Representative,3,Married,11245,Medium,2,Yes,15,3,3,1,32,3,3,30,8,12,13,Veteran Professional
32,Young Adult,No,Travel_Rarely,Research & Development,5,4,Other,2,Female,4,1,Research Scientist,4,Married,3312,Average,3,No,17,3,4,2,6,3,3,3,2,0,2,Early-career professional
44,Middle Age,No,Travel_Rarely,Research & Development,7,3,Medical,2,Female,3,5,Research Director,4,Divorced,19049,High,0,Yes,14,3,4,1,23,4,2,22,7,1,10,Experienced senior professional
30,Young Adult,No,Travel_Rarely,Research & Development,7,3,Medical,2,Male,2,1,Research Scientist,2,Married,2141,Low,1,No,12,3,2,1,6,3,2,6,4,1,1,Early-career professional
45,Middle Age,No,Travel_Rarely,Research & Development,5,5,Medical,3,Female,1,2,Laboratory Technician,1,Single,5769,Average,1,Yes,14,3,1,0,10,3,3,10,7,1,4,Mid-career professional
45,Middle Age,No,Non-Travel,Sales,26,3,Marketing,1,Male,2,2,Sales Executive,1,Married,4385,Average,1,No,15,3,1,1,10,2,3,10,7,4,5,Mid-career professional
31,Young Adult,No,Travel_Frequently,Sales,2,4,Other,4,Male,3,2,Sales Executive,1,Single,5332,Average,7,No,13,3,4,0,10,3,3,5,2,0,3,Early-career professional
36,Young Adult,No,Travel_Rarely,Research & Development,12,4,Life Sciences,3,Female,3,2,Manufacturing Director,3,Married,4663,Average,9,Yes,12,3,2,2,7,2,3,3,2,1,1,Early-career professional
34,Young Adult,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Male,4,2,Manufacturing Director,4,Divorced,4724,Average,1,No,13,3,1,1,9,3,3,9,7,7,2,Mid-career professional
49,Middle Age,No,Travel_Rarely,Research & Development,25,4,Life Sciences,3,Female,3,1,Laboratory Technician,1,Married,3211,Average,1,No,14,3,4,1,10,3,2,9,6,1,4,Mid-career professional
39,Young Adult,No,Travel_Rarely,Research & Development,10,5,Medical,2,Male,3,2,Manufacturing Director,1,Married,5377,Average,2,No,13,3,4,3,10,3,3,7,7,7,7,Mid-career professional
27,Young Adult,No,Travel_Rarely,Research & Development,19,3,Other,4,Male,2,1,Laboratory Technician,1,Divorced,4066,Average,1,No,11,3,1,2,7,3,3,7,7,0,7,Early-career professional
35,Young Adult,No,Travel_Rarely,Research & Development,18,5,Life Sciences,2,Male,4,2,Research Scientist,1,Married,5208,Average,1,No,11,3,4,0,16,2,3,16,15,1,10,Mid-career professional
28,Young Adult,No,Travel_Rarely,Research & Development,27,3,Medical,2,Female,1,2,Manufacturing Director,1,Divorced,4877,Average,0,No,21,4,2,1,6,5,2,5,3,0,0,Early-career professional
21,Young Adult,No,Travel_Rarely,Research & Development,5,1,Medical,3,Male,3,1,Research Scientist,4,Single,3117,Average,1,No,18,3,3,0,3,2,3,2,2,2,2,Early-career professional
18,Youth,Yes,Travel_Frequently,Sales,3,2,Medical,2,Female,3,1,Sales Representative,4,Single,1569,Low,1,Yes,12,3,3,0,0,2,4,0,0,0,0,Early-career professional
47,Middle Age,No,Travel_Rarely,Human Resources,26,4,Life Sciences,4,Female,3,5,Manager,3,Married,19658,High,3,No,11,3,3,1,27,2,3,5,2,1,0,Specialized professionals
39,Young Adult,No,Travel_Rarely,Research & Development,3,2,Medical,3,Male,2,2,Laboratory Technician,3,Divorced,3069,Average,0,No,15,3,4,1,11,3,3,10,8,0,7,Mid-career professional
40,Middle Age,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Female,2,3,Manufacturing Director,3,Married,10435,Medium,1,No,13,3,4,2,18,2,3,18,15,14,12,Mid-career professional
35,Young Adult,No,Non-Travel,Research & Development,8,4,Life Sciences,3,Female,3,2,Healthcare Representative,3,Married,4148,Average,1,No,12,3,4,1,15,5,3,14,11,2,9,Mid-career professional
37,Young Adult,No,Travel_Rarely,Research & Development,19,3,Life Sciences,3,Male,3,2,Manufacturing Director,3,Married,5768,Average,3,No,17,3,1,3,9,2,2,4,3,0,2,Mid-career professional
39,Young Adult,No,Travel_Frequently,Research & Development,4,3,Medical,1,Female,3,2,Manufacturing Director,3,Single,5042,Average,0,No,13,3,4,0,10,2,1,9,2,3,8,Mid-career professional
45,Middle Age,No,Travel_Rarely,Research & Development,2,2,Other,4,Female,2,2,Manufacturing Director,4,Divorced,5770,Average,1,No,19,3,1,2,10,3,3,10,7,3,9,Mid-career professional
38,Young Adult,No,Travel_Rarely,Research & Development,2,2,Medical,4,Female,2,3,Manufacturing Director,3,Married,7756,Average,3,Yes,19,3,4,1,10,6,4,5,4,0,2,Mid-career professional
35,Young Adult,Yes,Travel_Rarely,Sales,10,3,Medical,4,Male,2,3,Sales Executive,1,Married,10306,Medium,9,No,17,3,3,0,15,3,3,13,12,6,0,Mid-career professional
37,Young Adult,No,Travel_Rarely,Research & Development,10,3,Medical,2,Female,3,1,Research Scientist,2,Married,3936,Average,1,No,11,3,1,1,8,2,1,8,4,7,7,Mid-career professional
40,Middle Age,No,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Female,3,3,Manufacturing Director,4,Single,7945,Average,6,Yes,15,3,4,0,18,2,2,4,2,3,3,Mid-career professional
44,Middle Age,No,Travel_Frequently,Human Resources,1,5,Human Resources,1,Male,3,2,Human Resources,4,Married,5743,Average,4,Yes,11,3,3,0,14,3,3,10,7,0,2,Mid-career professional
48,Middle Age,No,Travel_Frequently,Research & Development,4,5,Medical,3,Male,2,4,Manager,4,Married,15202,Medium,2,No,25,4,2,1,23,3,3,2,2,2,2,Mid-career professional
35,Young Adult,Yes,Travel_Rarely,Sales,15,2,Medical,1,Male,1,2,Sales Executive,4,Divorced,5440,Average,6,Yes,14,3,4,2,7,2,2,2,2,2,2,Early-career professional
24,Young Adult,No,Travel_Frequently,Research & Development,2,1,Technical Degree,1,Female,3,1,Research Scientist,4,Single,3760,Average,1,Yes,13,3,3,0,6,2,3,6,3,1,3,Early-career professional
27,Young Adult,No,Travel_Rarely,Research & Development,8,3,Medical,2,Female,4,1,Research Scientist,3,Married,3517,Average,7,No,17,3,1,0,5,0,3,3,2,0,2,Early-career professional
27,Young Adult,No,Travel_Frequently,Research & Development,2,3,Medical,4,Male,3,1,Research Scientist,4,Single,2580,Low,2,No,13,3,3,0,6,0,2,4,2,1,2,Early-career professional
40,Middle Age,Yes,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Single,2166,Low,3,Yes,14,3,2,0,10,3,1,4,2,0,3,Early-career professional
29,Young Adult,No,Travel_Rarely,Sales,10,3,Medical,3,Male,2,2,Sales Executive,3,Single,5869,Average,9,No,11,3,3,0,8,2,3,5,2,1,4,Early-career professional
36,Young Adult,No,Travel_Rarely,Research & Development,5,4,Life Sciences,2,Female,3,3,Healthcare Representative,1,Married,8008,Average,4,No,12,3,3,2,9,6,3,3,2,0,2,Mid-career professional
25,Young Adult,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,4,2,Manufacturing Director,3,Divorced,5206,Average,1,No,17,3,3,2,7,6,3,7,7,0,7,Early-career professional
39,Young Adult,No,Travel_Rarely,Research & Development,12,3,Medical,4,Male,3,2,Manufacturing Director,2,Married,5295,Average,4,No,21,4,3,0,7,3,3,5,4,1,0,Early-career professional
49,Middle Age,No,Travel_Rarely,Research & Development,22,4,Other,1,Female,3,4,Research Director,2,Married,16413,Medium,3,No,16,3,2,2,27,2,3,4,2,1,2,Mid-career professional
50,Middle Age,No,Travel_Rarely,Research & Development,17,5,Life Sciences,4,Female,2,3,Research Director,1,Divorced,13269,Medium,5,No,15,3,3,3,19,3,3,14,11,1,11,Mid-career professional
20,Young Adult,No,Travel_Rarely,Sales,2,3,Medical,3,Female,3,1,Sales Representative,3,Single,2783,Low,1,No,19,3,1,0,2,3,3,2,2,2,2,Early-career professional
34,Young Adult,No,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Female,3,2,Research Scientist,2,Divorced,5433,Average,1,No,12,3,3,1,11,2,3,11,8,7,9,Mid-career professional
36,Young Adult,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,1,Laboratory Technician,2,Single,2013,Low,2,No,11,3,3,0,15,4,3,4,3,1,3,Mid-career professional
49,Middle Age,No,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Female,2,4,Healthcare Representative,3,Married,13966,Medium,2,Yes,19,3,2,1,30,3,3,15,11,2,12,Experienced Mid-Salary Professionals
36,Young Adult,No,Non-Travel,Research & Development,1,4,Medical,4,Female,2,2,Manufacturing Director,3,Married,4374,Average,0,No,15,3,3,0,4,6,3,3,2,1,2,Early-career professional
36,Young Adult,No,Travel_Rarely,Research & Development,3,2,Life Sciences,4,Male,4,2,Healthcare Representative,1,Divorced,6842,Average,6,No,20,4,1,1,13,3,3,5,4,0,4,Mid-career professional
54,Middle Age,No,Travel_Rarely,Research & Development,22,5,Medical,2,Female,3,4,Manager,3,Married,17426,High,3,No,25,4,3,1,36,6,3,10,8,4,7,Highly experienced late-career professionals
43,Middle Age,No,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,2,4,Research Director,3,Married,17603,High,1,No,24,4,1,1,14,3,3,14,10,6,11,Specialized professionals
35,Young Adult,Yes,Travel_Frequently,Sales,12,4,Other,4,Male,3,2,Sales Executive,4,Single,4581,Average,3,Yes,24,4,1,0,13,2,4,11,9,6,7,Mid-career professional
38,Young Adult,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,3,2,Research Scientist,4,Married,4735,Average,7,No,15,3,4,2,19,4,4,13,11,2,9,Mid-career professional
29,Young Adult,No,Travel_Rarely,Sales,5,3,Medical,1,Male,2,2,Sales Executive,2,Divorced,4187,Average,1,Yes,13,3,2,1,10,3,2,10,0,0,9,Mid-career professional
33,Young Adult,No,Travel_Rarely,Sales,2,4,Medical,4,Male,3,2,Sales Executive,4,Divorced,5505,Average,1,No,14,3,3,2,6,5,3,6,2,0,4,Early-career professional
32,Young Adult,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,2,Research Scientist,2,Divorced,5470,Average,0,No,13,3,3,2,10,4,2,9,5,1,6,Mid-career professional
31,Young Adult,No,Travel_Rarely,Sales,5,4,Life Sciences,1,Female,3,2,Sales Executive,4,Married,5476,Average,1,No,11,3,1,2,10,2,3,10,0,0,2,Mid-career professional
49,Middle Age,No,Travel_Rarely,Research & Development,16,3,Medical,4,Female,3,1,Laboratory Technician,1,Divorced,2587,Low,4,Yes,16,3,2,1,17,2,2,2,2,2,2,Mid-career professional
38,Young Adult,No,Travel_Frequently,Research & Development,2,3,Medical,4,Female,2,1,Laboratory Technician,2,Single,2440,Low,1,No,22,4,2,0,4,3,3,4,3,3,3,Early-career professional
47,Middle Age,No,Travel_Rarely,Sales,2,4,Life Sciences,2,Female,4,4,Manager,2,Divorced,15972,Medium,6,No,14,3,3,3,29,2,3,3,2,1,2,Experienced Mid-Salary Professionals
49,Middle Age,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,4,Manager,3,Single,15379,Medium,4,No,14,3,1,0,23,2,3,8,7,0,0,Mid-career professional
41,Middle Age,No,Travel_Rarely,Sales,23,2,Life Sciences,4,Male,3,3,Sales Executive,3,Single,7082,Average,3,Yes,16,3,4,0,21,2,3,2,0,0,2,Mid-career professional
20,Young Adult,No,Travel_Rarely,Sales,9,1,Life Sciences,4,Male,3,1,Sales Representative,1,Single,2728,Low,1,No,11,3,1,0,2,3,3,2,2,0,2,Early-career professional
33,Young Adult,No,Non-Travel,Sales,16,3,Life Sciences,3,Female,3,2,Sales Executive,4,Divorced,5368,Average,1,Yes,25,4,3,1,7,2,3,6,5,1,2,Early-career professional
36,Young Adult,No,Travel_Rarely,Research & Development,26,4,Life Sciences,1,Male,3,2,Healthcare Representative,3,Married,5347,Average,6,No,14,3,2,2,10,2,2,3,2,0,2,Mid-career professional
44,Middle Age,No,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Female,3,1,Human Resources,4,Divorced,3195,Average,4,Yes,18,3,1,3,8,2,3,2,2,2,2,Early-career professional
23,Young Adult,Yes,Travel_Rarely,Research & Development,8,1,Medical,4,Male,2,1,Laboratory Technician,3,Single,3989,Average,1,Yes,11,3,1,0,5,2,3,5,4,1,2,Early-career professional
38,Young Adult,No,Travel_Rarely,Research & Development,4,2,Medical,4,Female,3,1,Laboratory Technician,3,Married,3306,Average,7,No,19,3,4,1,7,5,2,0,0,0,0,Early-career professional
53,Middle Age,No,Travel_Rarely,Research & Development,24,4,Medical,2,Male,4,3,Healthcare Representative,4,Married,7005,Average,3,No,15,3,3,0,11,2,3,4,3,1,2,Mid-career professional
48,Middle Age,Yes,Travel_Frequently,Sales,7,2,Medical,4,Female,3,1,Sales Representative,3,Married,2655,Low,2,Yes,11,3,3,2,19,3,3,9,7,7,7,Mid-career professional
32,Young Adult,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,1,Laboratory Technician,2,Single,1393,Low,1,No,12,3,1,0,1,2,3,1,0,0,0,Early-career professional
26,Young Adult,No,Non-Travel,Research & Development,7,3,Medical,4,Male,3,1,Laboratory Technician,4,Single,2570,Low,1,No,20,4,3,0,7,5,3,7,7,5,7,Early-career professional
55,Middle Age,No,Travel_Rarely,Research & Development,22,3,Technical Degree,1,Male,2,1,Research Scientist,2,Divorced,3537,Average,5,No,12,3,4,1,8,1,3,4,2,1,2,Mid-career professional
34,Young Adult,No,Travel_Rarely,Research & Development,5,2,Medical,2,Male,2,2,Laboratory Technician,4,Married,3986,Average,1,No,14,3,3,1,15,3,4,15,10,4,13,Mid-career professional
60,Old Age,No,Travel_Rarely,Research & Development,1,4,Medical,3,Male,1,3,Healthcare Representative,4,Divorced,10883,Medium,3,No,20,4,3,1,19,2,4,1,0,0,0,Mid-career professional
33,Young Adult,No,Travel_Rarely,Research & Development,21,3,Medical,2,Male,4,1,Laboratory Technician,2,Married,2028,Low,1,No,18,3,4,3,14,6,3,14,11,2,13,Mid-career professional
37,Young Adult,No,Travel_Frequently,Sales,1,4,Medical,3,Male,1,2,Sales Executive,4,Divorced,9525,Medium,1,No,14,3,3,2,6,2,2,6,3,1,3,Mid-career professional
34,Young Adult,No,Travel_Rarely,Research & Development,19,3,Life Sciences,2,Female,2,1,Research Scientist,4,Married,2929,Average,1,No,12,3,2,0,10,3,3,10,9,8,7,Mid-career professional
23,Young Adult,Yes,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,3,1,Sales Representative,4,Divorced,2275,Low,1,Yes,21,4,2,1,3,2,3,3,2,0,2,Early-career professional
44,Middle Age,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,4,3,Healthcare Representative,4,Married,7879,Average,1,Yes,19,3,2,1,9,2,3,8,7,6,7,Mid-career professional
35,Young Adult,No,Travel_Frequently,Research & Development,2,4,Medical,1,Male,2,1,Research Scientist,4,Single,4930,Average,0,Yes,14,3,3,0,6,2,4,5,4,1,4,Early-career professional
43,Middle Age,No,Travel_Rarely,Sales,2,3,Medical,4,Male,3,2,Sales Executive,4,Married,7847,Average,1,Yes,17,3,1,1,10,3,3,10,9,8,8,Mid-career professional
24,Young Adult,No,Travel_Rarely,Research & Development,9,3,Medical,3,Male,4,1,Research Scientist,3,Married,4401,Average,1,No,16,3,4,1,5,1,3,5,3,0,4,Early-career professional
41,Middle Age,No,Travel_Rarely,Sales,6,3,Marketing,4,Male,3,3,Sales Executive,3,Single,9241,Medium,1,No,12,3,2,0,10,3,3,10,8,8,7,Mid-career professional
29,Young Adult,No,Travel_Rarely,Research & Development,9,4,Medical,4,Female,3,1,Laboratory Technician,3,Married,2974,Average,9,No,17,3,3,1,9,2,3,5,3,1,2,Early-career professional
36,Young Adult,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,2,Sales Representative,4,Single,4502,Average,3,No,15,3,3,0,17,2,2,13,7,6,7,Mid-career professional
45,Middle Age,No,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,3,Healthcare Representative,3,Married,10748,Medium,3,No,23,4,4,1,25,3,2,23,15,14,4,Mid-to-senior professionals
24,Young Adult,Yes,Travel_Rarely,Human Resources,22,1,Human Resources,4,Male,1,1,Human Resources,3,Married,1555,Low,1,No,11,3,3,1,1,2,3,1,0,0,0,Early-career professional
47,Middle Age,Yes,Travel_Frequently,Sales,9,3,Life Sciences,3,Male,1,4,Sales Executive,3,Married,12936,Medium,7,No,11,3,3,0,25,3,1,23,5,14,10,Mid-to-senior professionals
26,Young Adult,No,Travel_Rarely,Research & Development,17,4,Medical,4,Male,1,1,Laboratory Technician,3,Married,2305,Low,1,No,15,3,3,3,3,3,4,3,2,0,2,Early-career professional
45,Middle Age,No,Travel_Rarely,Research & Development,28,2,Technical Degree,4,Female,2,4,Research Director,2,Single,16704,High,1,No,11,3,3,0,21,2,3,21,6,8,6,Experienced senior professional
32,Young Adult,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Male,3,1,Research Scientist,3,Married,3433,Average,6,No,13,3,1,1,10,3,2,5,2,1,3,Early-career professional
31,Young Adult,No,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Male,3,1,Laboratory Technician,3,Married,3477,Average,1,No,14,3,4,1,6,2,4,5,2,0,3,Early-career professional
41,Middle Age,No,Non-Travel,Human Resources,4,3,Human Resources,3,Male,1,2,Human Resources,2,Married,6430,Average,6,No,19,3,2,1,10,4,3,3,2,1,2,Mid-career professional
40,Middle Age,No,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,3,2,Manufacturing Director,1,Married,6516,Average,2,Yes,16,3,2,1,18,3,3,1,0,0,0,Mid-career professional
24,Young Adult,No,Travel_Rarely,Research & Development,29,1,Medical,2,Male,3,1,Laboratory Technician,1,Divorced,3907,Average,1,No,13,3,2,3,6,2,4,6,2,1,2,Early-career professional
46,Middle Age,No,Travel_Rarely,Research & Development,13,4,Life Sciences,3,Male,3,2,Healthcare Representative,2,Single,5562,Average,6,No,14,3,4,0,19,3,3,10,7,0,9,Mid-career professional
35,Young Adult,No,Travel_Rarely,Research & Development,27,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,Married,6883,Average,2,No,16,3,2,1,17,3,3,7,7,0,7,Mid-career professional
30,Young Adult,No,Travel_Rarely,Research & Development,16,1,Life Sciences,2,Male,3,1,Research Scientist,4,Married,2862,Low,1,No,12,3,2,1,10,2,2,10,0,0,8,Early-career professional
47,Middle Age,No,Non-Travel,Sales,2,4,Marketing,3,Male,3,2,Sales Executive,2,Married,4978,Average,7,No,11,3,4,1,4,3,1,1,0,0,0,Early-career professional
46,Middle Age,No,Travel_Rarely,Sales,2,3,Life Sciences,3,Male,3,3,Sales Executive,4,Divorced,10368,Medium,4,Yes,12,3,2,1,13,5,2,10,6,0,3,Mid-career professional
36,Young Adult,Yes,Travel_Rarely,Sales,13,5,Marketing,2,Male,2,2,Sales Executive,1,Divorced,6134,Average,5,Yes,13,3,2,3,16,3,3,2,2,2,2,Mid-career professional
32,Young Adult,Yes,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,1,2,Sales Executive,2,Single,6735,Average,6,No,15,3,2,0,10,2,3,0,0,0,0,Early-career professional
23,Young Adult,No,Travel_Rarely,Research & Development,4,1,Medical,3,Female,3,1,Laboratory Technician,2,Single,3295,Average,1,No,13,3,3,0,3,3,1,3,2,1,2,Early-career professional
31,Young Adult,No,Travel_Frequently,Research & Development,24,1,Technical Degree,4,Female,3,2,Manufacturing Director,4,Single,5238,Average,2,No,20,4,4,0,9,3,2,5,4,1,4,Early-career professional
39,Young Adult,No,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,Married,6472,Average,1,Yes,15,3,4,1,9,2,3,9,8,5,8,Mid-career professional
32,Young Adult,No,Travel_Rarely,Sales,19,3,Life Sciences,4,Male,1,3,Sales Executive,3,Married,9610,Medium,3,No,13,3,3,1,10,2,1,4,3,0,2,Mid-career professional
40,Middle Age,No,Travel_Rarely,Sales,7,4,Medical,2,Male,3,5,Manager,2,Single,19833,High,1,No,14,3,2,0,21,3,2,21,8,12,8,Experienced senior professional
45,Middle Age,No,Travel_Rarely,Human Resources,4,3,Life Sciences,3,Female,1,3,Human Resources,3,Married,9756,Medium,4,No,21,4,3,2,9,2,4,5,0,0,3,Mid-career professional
30,Young Adult,No,Travel_Frequently,Research & Development,2,4,Technical Degree,4,Female,2,1,Research Scientist,1,Single,4968,Average,0,No,16,3,4,0,10,2,3,9,7,0,7,Mid-career professional
24,Young Adult,No,Travel_Frequently,Human Resources,10,3,Medical,1,Male,3,1,Human Resources,4,Married,2145,Low,0,No,14,3,4,1,3,2,3,2,2,2,1,Early-career professional
30,Young Adult,Yes,Travel_Frequently,Human Resources,8,3,Human Resources,3,Female,2,1,Human Resources,4,Divorced,2180,Low,6,No,11,3,3,1,6,0,2,4,2,1,2,Early-career professional
31,Young Adult,No,Travel_Rarely,Sales,5,3,Technical Degree,1,Male,3,2,Sales Executive,3,Married,8346,Average,1,No,19,3,3,1,6,3,3,5,2,0,2,Early-career professional
27,Young Adult,No,Travel_Rarely,Research & Development,8,3,Medical,3,Female,3,1,Research Scientist,4,Single,3445,Average,1,No,11,3,3,0,6,5,2,6,2,1,4,Early-career professional
29,Young Adult,Yes,Travel_Rarely,Sales,9,3,Marketing,2,Female,1,1,Sales Representative,2,Single,2760,Low,1,No,13,3,3,0,2,3,3,2,2,2,2,Early-career professional
29,Young Adult,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,4,2,Healthcare Representative,3,Single,6294,Average,8,Yes,12,3,4,0,10,5,4,3,2,0,2,Early-career professional
30,Young Adult,No,Travel_Rarely,Sales,15,2,Marketing,3,Male,2,3,Sales Executive,1,Divorced,7140,Average,2,No,11,3,1,1,12,2,3,7,7,1,7,Mid-career professional
34,Young Adult,No,Travel_Rarely,Research & Development,2,4,Medical,4,Male,4,1,Research Scientist,4,Married,2932,Average,0,Yes,14,3,1,3,6,3,3,5,0,1,2,Early-career professional
33,Young Adult,No,Non-Travel,Sales,2,3,Marketing,4,Female,3,2,Sales Executive,2,Single,5147,Average,8,No,15,3,4,0,13,2,2,11,7,1,7,Mid-career professional
49,Middle Age,No,Travel_Rarely,Sales,11,4,Marketing,4,Female,3,2,Sales Executive,4,Single,4507,Average,3,No,12,3,3,0,8,1,4,5,1,0,4,Mid-career professional
33,Young Adult,Yes,Travel_Rarely,Sales,16,3,Life Sciences,1,Female,3,3,Sales Executive,1,Single,8564,Medium,2,Yes,20,4,3,0,11,2,2,0,0,0,0,Mid-career professional
38,Young Adult,No,Travel_Frequently,Research & Development,2,2,Medical,3,Female,2,1,Laboratory Technician,2,Married,2468,Low,4,No,14,3,2,1,9,4,2,6,1,0,5,Early-career professional
31,Young Adult,Yes,Travel_Rarely,Sales,16,4,Marketing,1,Male,3,3,Sales Executive,3,Married,8161,Average,2,No,13,3,1,3,10,2,3,1,0,0,0,Early-career professional
29,Young Adult,No,Travel_Rarely,Research & Development,4,3,Technical Degree,4,Female,2,1,Research Scientist,1,Divorced,2109,Low,1,No,13,3,3,1,1,2,3,1,0,0,0,Early-career professional
30,Young Adult,No,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Male,4,2,Healthcare Representative,3,Married,5294,Average,3,No,16,3,3,1,10,3,3,7,0,1,7,Mid-career professional
32,Young Adult,No,Non-Travel,Research & Development,5,4,Technical Degree,2,Male,3,1,Research Scientist,2,Single,2718,Low,2,No,14,3,2,0,12,3,3,7,7,0,7,Mid-career professional
38,Young Adult,No,Travel_Rarely,Research & Development,18,3,Medical,2,Male,1,2,Healthcare Representative,4,Married,5811,Average,3,Yes,16,3,3,1,15,2,3,1,0,1,0,Mid-career professional
43,Middle Age,Yes,Travel_Frequently,Research & Development,17,3,Technical Degree,3,Male,2,1,Research Scientist,3,Married,2437,Low,9,Yes,16,3,4,1,6,4,3,1,0,0,0,Early-career professional
42,Middle Age,No,Travel_Rarely,Research & Development,12,3,Medical,2,Male,3,1,Laboratory Technician,2,Divorced,2766,Low,8,No,22,4,2,3,7,6,2,5,3,0,4,Early-career professional
55,Middle Age,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,2,5,Research Director,1,Married,19038,High,8,No,12,3,2,3,34,2,3,1,0,0,0,Highly experienced late-career professionals
33,Young Adult,No,Non-Travel,Research & Development,4,3,Technical Degree,4,Male,3,2,Research Scientist,2,Divorced,3055,Average,5,No,15,3,4,2,11,2,2,9,8,1,7,Mid-career professional
41,Middle Age,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,3,1,Laboratory Technician,1,Divorced,2289,Low,1,No,20,4,2,2,5,2,3,5,3,0,4,Early-career professional
34,Young Adult,No,Non-Travel,Sales,10,3,Life Sciences,4,Male,3,2,Sales Executive,3,Divorced,4001,Average,1,Yes,14,3,3,1,15,3,3,15,14,0,7,Mid-career professional
53,Middle Age,No,Non-Travel,Research & Development,1,4,Medical,1,Female,2,4,Manufacturing Director,3,Married,12965,Medium,4,Yes,20,4,4,3,27,2,2,3,2,0,2,Mid-career professional
43,Middle Age,No,Travel_Rarely,Human Resources,2,3,Life Sciences,2,Male,3,1,Human Resources,4,Single,3539,Average,0,No,13,3,2,0,10,5,3,9,7,1,8,Mid-career professional
34,Young Adult,No,Travel_Rarely,Sales,3,2,Life Sciences,4,Female,1,2,Sales Executive,4,Single,6029,Average,5,No,12,3,1,0,6,3,3,2,2,2,2,Early-career professional
21,Young Adult,Yes,Travel_Rarely,Sales,7,1,Marketing,2,Male,3,1,Sales Representative,2,Single,2679,Low,1,No,13,3,2,0,1,3,3,1,0,1,0,Early-career professional
38,Young Adult,No,Travel_Rarely,Research & Development,6,2,Other,4,Female,2,1,Laboratory Technician,3,Married,3702,Average,1,No,11,3,2,1,5,3,3,5,4,0,4,Early-career professional
22,Young Adult,Yes,Travel_Rarely,Research & Development,8,1,Medical,3,Female,3,1,Laboratory Technician,1,Married,2398,Low,1,Yes,17,3,3,0,1,6,3,1,0,0,0,Early-career professional
31,Young Adult,No,Travel_Rarely,Sales,29,4,Marketing,1,Female,2,2,Sales Executive,4,Married,5468,Average,1,No,14,3,1,2,13,3,3,12,7,5,7,Mid-career professional
51,Middle Age,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,Female,3,3,Manager,3,Married,13116,Medium,2,No,11,3,4,0,15,2,3,2,2,2,2,Mid-career professional
37,Young Adult,No,Travel_Rarely,Sales,9,2,Marketing,2,Male,2,2,Sales Executive,2,Married,4189,Average,1,No,14,3,1,2,5,2,3,5,2,0,3,Early-career professional
