,Age,AgeBin,BusinessTravel,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,IncomeBin,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Yes,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
451,42,2,1,24,3,4,3,3,1,7406,1,1,21,4,4,1,10,5,2,10,9,5,8,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
452,45,2,1,2,3,4,3,2,2,4805,1,0,19,3,2,1,9,3,4,8,7,3,7,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
453,26,1,2,17,4,2,3,1,3,2741,0,0,11,3,2,1,8,2,2,7,7,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
454,29,1,1,19,3,4,3,2,4,4262,1,4,12,3,2,2,8,2,4,3,2,1,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
455,33,1,1,1,5,1,4,4,3,16184,2,4,19,3,3,1,10,2,3,6,1,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
456,31,1,1,7,3,3,2,3,4,11557,2,9,21,4,3,1,10,3,2,5,4,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
457,18,0,2,5,3,2,3,1,2,1878,0,1,14,3,4,0,0,3,3,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
458,40,2,0,28,3,3,1,3,1,10932,2,3,15,3,3,1,20,2,3,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
459,41,2,0,2,4,1,2,2,3,6811,1,2,17,3,1,0,10,3,3,8,7,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
460,26,1,1,29,2,1,3,2,3,4306,1,5,12,3,1,2,8,5,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
461,35,1,1,1,3,1,3,2,3,4859,1,1,16,3,4,0,5,3,3,5,4,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
462,34,1,1,21,4,4,4,2,4,5337,1,1,12,3,4,0,10,3,3,10,7,5,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
463,26,1,1,24,3,3,1,1,4,2340,0,1,18,3,2,0,1,3,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
464,37,1,1,1,3,2,3,3,4,7491,1,4,17,3,4,0,12,3,4,6,5,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
465,46,2,2,18,1,1,3,3,3,10527,2,5,11,3,4,0,28,3,2,2,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
466,41,2,1,2,5,2,3,4,1,16595,3,7,16,3,2,1,22,2,3,18,16,11,8,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
467,37,1,0,9,4,1,3,3,2,8834,2,1,13,3,4,1,9,6,3,9,5,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
468,52,2,1,6,2,4,3,2,1,5577,1,3,12,3,2,2,18,3,3,10,9,6,9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
469,32,1,0,11,4,4,4,2,3,4707,1,8,12,3,4,0,6,2,3,4,2,1,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
470,24,1,2,24,3,4,3,1,4,2400,0,0,13,3,3,2,3,3,3,2,2,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
471,38,1,1,10,3,3,3,2,3,9824,2,3,19,3,3,1,18,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
472,37,1,1,1,4,2,3,2,2,6447,1,6,12,3,2,1,8,2,2,6,5,4,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
473,49,2,1,18,4,4,2,5,3,19502,3,1,17,3,3,1,31,5,3,31,9,0,9,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
474,24,1,1,23,3,2,4,1,4,2725,0,1,11,3,2,2,6,3,3,6,5,1,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
475,26,1,1,28,2,1,3,2,2,6272,1,1,20,4,4,2,6,5,4,5,3,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
476,24,1,1,17,2,4,2,1,2,2127,0,1,21,4,4,1,1,2,3,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
477,50,2,2,3,3,1,3,5,2,18200,3,1,11,3,3,1,32,2,3,32,5,10,7,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
478,25,1,1,13,1,2,3,1,3,2096,0,1,11,3,3,0,7,1,3,7,4,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
479,24,1,2,7,3,1,3,1,3,2886,0,1,16,3,4,1,6,4,3,6,3,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
480,30,1,2,12,4,2,2,1,1,2033,0,1,18,3,3,1,1,2,4,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
481,34,1,1,1,2,2,2,1,4,3622,1,1,13,3,4,1,6,3,3,6,5,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
482,31,1,1,13,4,2,3,2,1,4233,1,2,17,3,3,0,9,2,1,3,1,1,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
483,35,1,1,25,2,1,2,2,4,3681,1,4,14,3,4,0,9,3,3,3,2,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
484,31,1,1,6,4,1,4,2,4,5460,1,4,22,4,4,2,13,4,4,7,7,5,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
485,27,1,1,6,4,1,2,1,3,2187,0,0,12,3,3,2,6,5,2,5,3,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
486,37,1,1,2,3,4,3,2,3,9602,2,4,11,3,3,1,17,3,2,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
487,20,1,1,1,3,4,2,1,2,2836,0,1,13,3,4,0,1,0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
488,42,2,1,2,4,3,3,2,4,4089,1,1,13,3,2,2,10,4,3,10,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
489,43,2,1,6,4,2,2,4,4,16627,3,4,14,3,3,1,21,3,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
490,38,1,1,1,1,3,3,1,1,2619,0,3,17,3,4,0,8,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
491,43,2,2,9,5,4,3,2,3,5679,1,3,13,3,2,1,10,3,3,8,7,4,7,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
492,48,2,1,1,4,4,2,4,1,15402,2,7,11,3,1,1,21,3,1,3,2,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
493,44,2,1,1,4,1,2,2,3,5985,1,4,11,3,2,0,10,1,4,2,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
494,34,1,1,14,3,3,3,1,3,2579,0,1,18,3,4,2,8,3,3,8,2,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
495,27,1,1,2,1,3,3,1,1,3041,1,0,11,3,2,1,5,3,3,4,3,0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
496,21,1,1,22,1,3,3,1,3,3447,1,1,11,3,3,0,3,2,3,3,2,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
497,44,2,1,3,4,4,3,5,4,19513,3,4,12,3,1,1,26,2,4,2,2,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1
498,22,1,1,6,1,1,3,1,3,2773,0,0,20,4,4,0,3,3,3,2,2,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
499,33,1,1,8,4,3,3,2,3,7104,1,0,12,3,4,0,6,3,3,5,0,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
500,32,1,1,9,4,1,3,2,4,6322,1,1,12,3,4,1,6,2,2,6,4,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
501,30,1,2,3,3,3,3,1,3,2083,0,1,20,4,3,1,1,2,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
502,53,2,1,1,1,4,3,2,1,8381,2,7,20,4,4,0,18,2,4,14,7,8,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
503,34,1,1,1,5,2,3,1,4,2691,0,1,12,3,4,1,10,4,2,10,9,8,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
504,45,2,2,26,4,1,3,2,1,4286,1,2,14,3,4,2,5,4,3,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
505,26,1,1,6,3,3,3,1,4,2659,0,1,13,3,3,1,3,2,3,3,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
506,37,1,1,3,3,3,3,3,3,9434,2,1,15,3,3,1,10,2,3,10,7,7,8,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
507,29,1,1,3,2,2,3,2,3,5561,1,1,14,3,1,1,6,5,2,6,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
508,35,1,1,6,4,2,1,2,4,6646,1,1,13,3,2,0,17,3,3,17,11,11,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
509,33,1,2,6,3,3,3,2,4,7725,1,3,23,4,3,1,15,2,1,13,11,4,7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
510,54,2,1,19,4,3,3,3,2,10725,2,2,15,3,3,1,16,1,4,9,7,7,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
511,36,1,1,9,2,2,2,2,2,8847,2,2,11,3,3,1,13,2,3,3,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
512,27,1,1,3,4,1,2,1,4,2045,0,0,13,3,4,0,5,0,3,4,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
513,20,1,1,10,1,4,3,1,3,1009,0,1,11,3,4,0,1,5,3,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
514,33,1,2,3,3,1,3,1,1,3348,1,1,11,3,1,0,10,3,3,10,8,9,7,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
515,35,1,0,3,3,3,2,1,3,1281,0,1,18,3,3,2,1,3,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
516,23,1,1,4,3,1,4,1,1,2819,0,2,16,3,1,1,5,3,4,3,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
517,25,1,1,8,3,4,4,2,2,4851,1,0,22,4,3,1,4,4,3,3,2,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
518,38,1,1,7,4,4,2,2,4,4028,1,0,20,4,1,0,8,2,3,7,7,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
519,29,1,2,1,4,2,1,1,4,2720,0,1,18,3,4,1,10,5,3,10,7,2,8,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
520,48,2,1,2,1,2,4,2,2,8120,1,3,12,3,4,0,12,3,3,2,2,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
521,27,1,2,3,1,4,4,2,4,4647,1,1,20,4,2,2,6,3,3,6,5,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
522,37,1,1,10,2,4,4,1,4,4680,1,3,17,3,1,0,4,2,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
523,50,2,1,28,1,4,4,1,3,3221,1,1,11,3,3,3,20,3,3,20,8,3,8,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
524,34,1,1,9,3,4,2,3,2,8621,2,1,14,3,2,0,9,3,4,8,7,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
525,24,1,1,3,2,1,3,2,3,4577,1,9,14,3,1,0,4,3,3,2,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
526,39,1,1,2,4,4,2,2,3,4553,1,1,11,3,1,0,20,4,3,20,7,11,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
527,32,1,1,10,3,4,3,2,4,5396,1,1,12,3,4,0,10,2,2,10,7,0,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
528,50,2,2,8,2,2,3,2,3,6796,1,3,14,3,1,1,18,4,3,4,3,1,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
529,38,1,1,1,4,2,4,2,4,7625,1,0,13,3,3,0,10,4,2,9,7,1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
530,27,1,1,1,2,3,3,3,1,7412,1,1,11,3,4,0,9,3,3,9,7,0,7,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
531,32,1,1,3,2,3,3,3,4,11159,2,3,15,3,4,0,10,6,3,7,7,7,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
532,47,2,1,14,4,4,3,2,1,4960,1,2,12,3,4,0,20,2,3,7,7,1,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
533,40,2,2,5,4,4,2,3,1,10475,2,5,21,4,3,1,20,2,3,18,13,1,12,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
534,53,2,1,7,3,3,4,4,3,14814,2,3,19,3,3,0,32,3,3,5,1,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
535,41,2,1,10,4,2,2,5,4,19141,3,3,15,3,2,3,23,2,2,21,6,12,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
536,60,3,1,16,4,1,3,2,1,5405,1,8,14,3,4,0,10,1,3,2,2,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
537,27,1,2,10,2,4,3,3,1,8793,2,1,21,4,3,2,9,4,2,9,7,1,7,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
538,41,2,1,1,3,4,2,5,3,19189,3,1,12,3,2,1,22,3,3,22,7,2,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
539,50,2,1,8,4,4,3,1,2,3875,1,7,15,3,4,1,4,2,3,2,2,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
540,28,1,1,1,2,1,1,1,2,2216,0,7,13,3,4,0,10,4,3,7,7,3,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
541,36,1,0,8,3,1,4,3,1,11713,2,9,14,3,1,1,10,2,3,8,7,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
542,38,1,1,1,3,3,3,3,3,7861,1,4,14,3,4,0,10,4,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
543,44,2,0,24,3,1,1,1,3,3708,1,2,14,3,3,0,9,5,3,5,2,1,4,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
544,47,2,2,3,3,4,3,4,3,13770,2,9,12,3,4,2,28,2,2,22,2,11,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
545,30,1,1,27,5,3,3,2,4,5304,1,7,23,4,4,1,10,2,2,8,7,7,7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
546,29,1,1,10,3,3,3,1,3,2642,0,1,11,3,3,0,1,6,3,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
547,42,2,2,19,3,3,4,1,3,2759,0,6,12,3,4,0,7,2,3,2,2,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
548,43,2,2,15,3,4,2,2,4,6804,1,3,18,3,3,1,7,5,3,2,2,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
549,34,1,1,8,2,2,3,2,3,6142,1,3,11,3,4,0,10,2,3,5,1,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
550,23,1,1,9,1,2,3,1,1,2500,0,1,14,3,4,1,5,2,4,4,3,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
551,39,1,1,3,3,3,4,2,2,6389,1,9,15,3,3,1,12,3,1,8,3,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
552,56,2,1,9,3,3,3,4,4,11103,2,7,11,3,3,0,30,1,2,10,7,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
553,40,2,1,2,1,4,2,1,4,2342,0,0,20,4,4,0,5,2,2,4,2,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
554,27,1,1,7,3,4,2,2,1,6811,1,8,19,3,1,0,9,2,1,7,6,0,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
555,29,1,1,10,3,4,3,1,2,2297,0,1,14,3,4,2,2,2,3,2,2,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
556,53,2,1,6,3,4,3,2,4,2450,0,2,17,3,4,0,19,4,3,2,2,2,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
557,35,1,0,2,4,4,3,2,1,5093,1,2,11,3,1,1,16,2,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,32,1,2,24,4,1,3,2,4,5309,1,1,15,3,4,2,10,2,3,10,8,4,7,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
559,38,1,1,2,5,4,3,1,3,3057,1,6,13,3,2,1,6,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
560,34,1,1,8,5,2,3,2,1,5121,1,3,14,3,3,1,7,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
561,52,2,1,3,4,3,2,4,1,16856,3,1,11,3,1,0,34,3,4,34,6,1,16,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
562,33,1,1,1,4,4,3,1,4,2686,0,1,13,3,3,0,10,2,2,10,9,7,8,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
563,25,1,1,26,1,3,3,2,4,6180,1,1,23,4,2,0,6,5,2,6,5,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
564,45,2,1,2,2,2,1,2,3,6632,1,0,13,3,1,0,9,3,3,8,7,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
565,23,1,1,10,1,1,4,1,3,3505,1,1,18,3,4,0,2,3,3,2,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
566,47,2,2,27,2,2,4,2,3,6397,1,4,12,3,4,0,8,2,3,5,4,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
567,34,1,1,2,3,4,3,2,4,6274,1,1,22,4,3,0,6,5,3,6,5,1,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
568,55,2,1,2,3,4,3,5,1,19859,3,5,13,3,4,1,24,2,3,5,2,1,4,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
569,36,1,0,8,4,1,2,3,1,7587,1,1,15,3,2,0,10,1,3,10,7,0,9,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
570,52,2,0,19,4,4,3,1,4,4258,1,0,18,3,1,1,5,3,3,4,3,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
571,26,1,2,1,2,1,1,1,4,4364,1,3,14,3,1,1,5,2,3,2,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
572,29,1,1,27,3,2,3,2,3,4335,1,4,12,3,1,1,11,3,2,8,7,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
573,26,1,1,8,3,4,2,2,1,5326,1,6,17,3,3,0,6,2,2,4,3,1,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
574,34,1,1,1,4,2,4,1,4,3280,1,2,16,3,3,0,10,2,3,4,2,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
575,54,2,1,19,4,4,3,2,1,5485,1,9,11,3,2,2,9,4,3,5,3,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
576,27,1,2,8,1,3,3,2,4,4342,1,0,19,3,2,1,5,3,3,4,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
577,37,1,1,10,1,4,3,1,1,2782,0,0,13,3,2,2,6,3,2,5,3,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
578,38,1,2,2,4,1,4,2,1,5980,1,6,12,3,4,0,17,2,3,15,7,4,12,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
579,34,1,1,2,4,3,2,1,1,4381,1,1,11,3,3,0,6,3,3,6,5,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
580,35,1,1,8,4,1,3,1,4,2572,0,1,16,3,2,1,3,1,2,3,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
581,30,1,1,1,3,4,1,1,3,3833,1,3,21,4,3,2,7,2,3,2,2,0,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
582,40,2,2,2,2,3,4,2,2,4244,1,1,24,4,4,1,8,2,3,8,7,3,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
583,34,1,1,8,2,3,3,2,1,6500,1,5,17,3,2,1,6,1,3,3,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
584,42,2,2,8,3,2,3,5,4,18430,3,1,13,3,2,1,24,4,2,24,7,14,9,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
585,23,1,1,6,3,3,4,1,1,1601,0,1,21,4,3,2,1,2,3,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
586,24,1,0,9,3,3,2,1,2,2694,0,1,11,3,3,3,1,4,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
587,52,2,1,11,4,4,3,2,3,3149,1,8,20,4,2,1,9,3,3,5,2,1,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
588,50,2,1,2,3,3,3,4,3,17639,3,5,16,3,4,0,30,3,3,4,3,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
589,29,1,1,1,2,2,2,1,1,2319,0,1,11,3,4,1,1,1,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
590,33,1,1,7,3,3,3,3,3,11691,2,0,11,3,4,0,14,3,4,13,9,3,7,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
591,33,1,1,16,3,1,3,2,1,5324,1,5,15,3,3,0,6,3,3,3,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
592,47,2,1,2,2,3,3,4,4,16752,3,1,11,3,3,1,26,3,2,26,14,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
593,36,1,1,1,3,3,3,2,2,5228,1,0,15,3,1,1,10,2,3,9,7,0,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
594,29,1,1,23,2,3,4,1,3,2700,0,1,24,4,3,1,10,3,3,10,7,0,7,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
595,58,2,1,2,4,4,3,5,2,19246,3,7,12,3,4,0,40,2,3,31,15,13,8,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
596,35,1,1,1,4,4,4,1,3,2506,0,3,13,3,3,0,7,0,3,2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
597,42,2,1,1,2,4,2,2,4,6062,1,9,13,3,4,1,8,4,3,4,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
598,28,1,1,2,4,3,3,1,3,4382,1,6,17,3,4,0,5,3,2,2,2,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
599,36,1,1,13,3,3,3,1,2,2143,0,4,13,3,2,1,8,2,3,5,2,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
600,32,1,1,4,3,3,2,2,3,6162,1,1,12,3,3,1,14,3,3,14,13,6,8,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
601,40,2,2,16,4,1,2,2,3,5094,1,6,14,3,4,0,10,6,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
602,30,1,1,2,3,3,2,2,4,6877,1,5,24,4,2,0,12,4,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
